CVE_ESCUELA_ATENCION,NOM_ESCUELA_ATENCION,REF_TURNO_ATENCION,REF_CICLO_ESCOLAR,CLAVECCT,NOMBRE_INMUEBLE,NIVEL,alcaldia,longitud,latitud,NUM_MATRICULA_TOTAL_ESCUELA,registros_salud,prioridad_atencion,pct_incompleto,pct_no_asistio,pct_caries,casos_caries,registros_caries,pct_visual,casos_visual,registros_visual,pct_sobrepeso_obesidad,casos_sobrepeso_obesidad,registros_sobrepeso_obesidad,imc_promedio,registros_imc,pct_alertas_multiples,casos_alertas_multiples,registros_alertas_multiples,alertas_promedio,completitud,casos_completos,registros_completitud
09DPR5079I,MARCELIANO TREJO SANTANA,MATUTINO,2024-2025 | 2025-2026,09DPR5087R,MARCELIANO TREJO SANTANA,Primaria,XOCHIMILCO,-99.11943889,19.28166389,289,287,25.8537,10.1045,0,53.6585,154,287,28.9199,83,287,36.5854,105,287,14.9622,262,40.7666,117,287,1.2927,89.8955,258,287
09DPR2252F,MA. MAGDALENA PACHECO BLANCO,VESPERTINO,2024-2025,09DPR2252F,MA. MAGDALENA PACHECO BLANCO,Primaria,TLÁHUAC,-99.06246111,19.29656667,198,164,25.8537,9.7561,0,42.6829,70,164,35.3659,58,164,41.4634,68,164,17.8041,148,41.4634,68,164,1.2927,90.2439,148,164
09DPR0921S,REPÚBLICA FEDERAL DE ALEMANIA,VESPERTINO,2024-2025 | 2025-2026,09DPR0921S,REPÚBLICA FEDERAL DE ALEMANIA,Primaria,IZTACALCO,-99.09701944,19.3947,107,106,25.8491,2.8302,0,39.6226,42,106,50.9434,54,106,35.8491,38,106,19.2041,73,49.0566,52,106,1.2925,97.1698,103,106
09DPR1991U,ESTADO DE NAYARIT,MATUTINO,2024-2025 | 2025-2026,09DPR1991U,ESTADO DE NAYARIT,Primaria,TLALPAN,-99.17156389,19.13495833,498,431,25.8469,0,0,54.5244,235,431,31.5545,136,431,43.1555,186,431,20.1159,384,42.6914,184,431,1.2923,100,431,431
09DPR1866W,DOCTOR JESUS DIAZ DE LEON,MATUTINO,2024-2025 | 2025-2026,09DPR1867V,DOCTOR JESUS DIAZ DE LEON,Primaria,BENITO JUÁREZ,-99.190525,19.38090278,264,195,25.8462,3.5897,0,55.3846,108,195,21.5385,42,195,48.7179,95,195,19.7674,172,41.5385,81,195,1.2923,96.4103,188,195
09DPR2032U,ÁLVARO OBREGÓN,MATUTINO,2024-2025,09DJN0223G,ALVARO OBREGON,Preescolar,GUSTAVO A. MADERO,-99.07028889,19.4783,717,479,25.8455,31.7328,0,49.8956,239,479,21.2944,102,479,26.3048,126,479,17.7787,328,31.7328,152,479,1.2923,68.2672,327,479
09DPR2769A,XITLE,MATUTINO,2024-2025 | 2025-2026,09DPR2768B,XITLE,Primaria,COYOACÁN,-99.16848056,19.32446389,405,332,25.8434,51.506,0,26.8072,89,332,28.9157,96,332,21.988,73,332,18.0516,161,26.506,88,332,1.2922,48.494,161,332
09DPR2513A,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,MATUTINO,2024-2025 | 2025-2026,09DPR2513A,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,Primaria,CUAUHTÉMOC,-99.14621667,19.42386667,331,202,25.8416,0,0,37.6238,76,202,60.8911,123,202,30.6931,62,202,17.9903,155,44.0594,89,202,1.2921,100,202,202
09DPR2927Z,JUAN BADIANO,VESPERTINO,2024-2025 | 2025-2026,09DPR2545T,JUAN BADIANO,Primaria,XOCHIMILCO,-99.13045,19.26141667,178,137,25.8394,40.8759,0,31.3869,43,137,29.927,41,137,27.0073,37,137,19.1259,81,32.8467,45,137,1.292,59.1241,81,137
09DPR4108G,JOSÉ MA. RODRÍGUEZ COS,VESPERTINO,2024-2025 | 2025-2026,09DPR4108G,JOSÉ MA. RODRÍGUEZ COS,Primaria,IZTAPALAPA,-99.04478333,19.32818056,517,480,25.8333,0.625,0,46.0417,221,480,52.5,252,480,30,144,480,19.5732,325,48.5417,233,480,1.2917,99.375,477,480
09DPR1624Z,VICENTE ALCARAZ,MATUTINO,2024-2025 | 2025-2026,09DPR1624Z,VICENTE ALCARAZ,Primaria,AZCAPOTZALCO,-99.18425,19.48115833,262,264,25.8333,24.2424,0,27.6515,73,264,48.4848,128,264,28.7879,76,264,19.326,146,39.7727,105,264,1.2917,75.7576,200,264
09DPR2395C,PROFR. SABINO RODRÍGUEZ,MATUTINO,2024-2025 | 2025-2026,09DPR2395C,PROFR. SABINO RODRÍGUEZ,Primaria,MIGUEL HIDALGO,-99.17640278,19.43715833,516,464,25.819,7.3276,0,28.2328,131,464,56.4655,262,464,37.069,172,464,19.0616,359,40.3017,187,464,1.2909,92.6724,430,464
09DPR3064T,PROFR. LIBRADO RIVERA,VESPERTINO,2024-2025 | 2025-2026,09DPR2970O,PROFR. LIBRADO RIVERA,Primaria,COYOACÁN,-99.15597222,19.30675556,154,117,25.812,3.4188,0,54.7009,64,117,35.0427,41,117,35.8974,42,117,18.154,100,38.4615,45,117,1.2906,96.5812,113,117
09DPR2473Q,GRAL. LAZARO CARDENAS DEL RIO,VESPERTINO,2024-2025 | 2025-2026,09DPR2234Q,GRAL. LAZARO CARDENAS DEL RIO,Primaria,TLALPAN,-99.14005278,19.29741389,44,38,25.7895,0,0,65.7895,25,38,26.3158,10,38,36.8421,14,38,,,44.7368,17,38,1.2895,100,38,38
09DPR0901E,ESTADO DE YUCATAN,MATUTINO,2024-2025 | 2025-2026,09DPR0901E,ESTADO DE YUCATAN,Primaria,CUAUHTÉMOC,-99.13808333,19.44669444,304,281,25.7651,0,0,46.2633,130,281,49.1103,138,281,33.452,94,281,18.2967,241,44.484,125,281,1.2883,100,281,281
09DPR3091Q,PROFR. ELISEO BANDALA FERNANDEZ,MATUTINO,2024-2025 | 2025-2026,09DPR3091Q,PROFR. ELISEO BANDALA FERNANDEZ,Primaria,TLALPAN,-99.23694167,19.29198889,475,354,25.7627,13.8418,0,52.5424,186,354,20.339,72,354,42.0904,149,354,19.3911,305,34.1808,121,354,1.2881,86.1582,305,354
09DPR3198I,FLAVIO GUTIERREZ ZACARIAS,MATUTINO,2024-2025 | 2025-2026,09DPR0040P,FLAVIO GUTIERREZ ZACARIAS,Primaria,ÁLVARO OBREGÓN,-99.22496111,19.38311389,393,316,25.7595,0.3165,0,58.2278,184,316,31.962,101,316,38.2911,121,316,19.1285,267,41.4557,131,316,1.288,99.6835,315,316
09DPR4213R,PROFR. RAFAEL HERNANDEZ LÓPEZ,VESPERTINO,2024-2025,09DPR4213R,PROFR. RAFAEL HERNANDEZ LÓPEZ,Primaria,LA MAGDALENA CONTRERAS,-99.25446944,19.31238333,169,139,25.7554,30.9353,0,53.9568,75,139,19.4245,27,139,24.4604,34,139,18.2562,96,31.6547,44,139,1.2878,69.0647,96,139
09DPR0014R,JUAN PABLO GALEANA,MATUTINO,2024-2025 | 2025-2026,09DPR0014R,JUAN PABLO GALEANA,Primaria,GUSTAVO A. MADERO,-99.13296111,19.57691389,457,487,25.7495,11.7043,0,32.4435,158,487,58.9322,287,487,25.6674,125,487,14.5968,377,43.5318,212,487,1.2875,88.2957,430,487
09DPR2414A,EZEQUIEL A. CHAVEZ,VESPERTINO,2025-2026,09DPR2414A,EZEQUIEL A. CHAVEZ,Primaria,CUAUHTÉMOC,-99.16153056,19.44859722,136,87,25.7471,0,0,45.977,40,87,54.023,47,87,28.7356,25,87,19.9914,58,44.8276,39,87,1.2874,100,87,87
09DPR5034M,KUKULKAN,MATUTINO,2024-2025 | 2025-2026,09DJN0604O,KUKULKAN,Preescolar,IZTAPALAPA,-99.03290556,19.3875,456,484,25.7438,8.0579,0,47.9339,232,484,28.5124,138,484,44.2149,214,484,19.3358,413,38.4298,186,484,1.2872,91.9421,445,484
09DPR1225B,REFORMA AGRARIA,VESPERTINO,2024-2025 | 2025-2026,09DPR1225B,REFORMA AGRARIA,Primaria,IZTAPALAPA,-99.102875,19.32857778,169,101,25.7426,1.9802,0,66.3366,67,101,15.8416,16,101,44.5545,45,101,19.4041,97,35.6436,36,101,1.2871,98.0198,99,101
09DPR3195L,VALENTÍN VAZQUEZ NAVA,MATUTINO,2024-2025 | 2025-2026,09DPR3195L,VALENTÍN VAZQUEZ NAVA,Primaria,ÁLVARO OBREGÓN,-99.21365,19.37811389,292,244,25.7377,0,0,55.3279,135,244,33.1967,81,244,40.1639,98,244,20.1392,204,42.623,104,244,1.2869,100,244,244
09DPR3193N,PROFR. CARITINO MALDONADO PÉREZ,MATUTINO,2024-2025,09DPR0011U,PROFR. CARITINO MALDONADO PÉREZ,Primaria,XOCHIMILCO,-99.106175,19.24628611,571,545,25.7248,16.8807,0,30.8257,168,545,42.5688,232,545,38.3486,209,545,19.0252,453,34.6789,189,545,1.2862,83.1193,453,545
09DPR0871A,JOSÉ VASCONCELOS,MATUTINO,2025-2026,09DES0315G,JOSÉ VASCONCELOS,Secundaria,IZTAPALAPA,-99.08845833,19.33361111,436,423,25.721,0.9456,0,29.078,123,423,59.1017,250,423,39.4799,167,423,18.936,336,46.0993,195,423,1.2861,99.0544,419,423
09DPR1382S,PROFR. CELSO FLORES ZAMORA,MATUTINO,2024-2025 | 2025-2026,09DPR1382S,PROFR. CELSO FLORES ZAMORA,Primaria,GUSTAVO A. MADERO,-99.08965833,19.50573333,479,494,25.7085,18.2186,0,37.4494,185,494,38.8664,192,494,34.0081,168,494,19.2934,335,39.6761,196,494,1.2854,81.7814,404,494
09DPR1346N,BERNAL DIAZ DEL CASTILLO,MATUTINO,2024-2025 | 2025-2026,09DPR1346N,BERNAL DIAZ DEL CASTILLO,Primaria,GUSTAVO A. MADERO,-99.1579,19.50581111,286,319,25.7053,18.4953,0,39.8119,127,319,43.5737,139,319,26.6458,85,319,18.3961,206,38.8715,124,319,1.2853,81.5047,260,319
09DPR1493X,GRAL. VICENTE GUERRERO,MATUTINO,2024-2025 | 2025-2026,09DPR2174S,GRAL. VICENTE GUERRERO,Primaria,GUSTAVO A. MADERO,-99.10500833,19.49071944,229,277,25.704,13.3574,0,48.7365,135,277,29.6029,82,277,36.8231,102,277,20.5764,208,39.7112,110,277,1.2852,86.6426,240,277
09DPR1263E,LÁZARO CARDENAS,MATUTINO,2024-2025 | 2025-2026,09DPR3090R,LAZARO CARDENAS,Primaria,GUSTAVO A. MADERO,-99.15,19.54074722,359,242,25.7025,0,0,50,121,242,26.8595,65,242,51.6529,125,242,19.5888,232,41.7355,101,242,1.2851,100,242,242
09DPR3250O,LIC. ANTONIO MARTÍNEZ  DE CASTRO,MATUTINO,2025-2026,09DPR3250O,LIC. ANTONIO MARTÍNEZ  DE CASTRO,Primaria,COYOACÁN,-99.14992222,19.312625,192,204,25.6863,0.9804,0,64.2157,131,204,25,51,204,38.2353,78,204,18.4534,189,39.7059,81,204,1.2843,99.0196,202,204
09DPR4220A,PROFR. JOSÉ DE JESUS DE LA ROSA PÉREZ,MATUTINO,2025-2026,09DPR4220A,PROFR. JOSÉ DE JESUS DE LA ROSA PÉREZ,Primaria,COYOACÁN,-99.10331389,19.31545,297,257,25.6809,4.2802,0,27.6265,71,257,50.9728,131,257,45.5253,117,257,23.3568,220,41.2451,106,257,1.284,95.7198,246,257
09DPR2721H,FRANCISCO HERNANDEZ DE CORDOBA,VESPERTINO,2024-2025,09DPR2721H,FRANCISCO HERNANDEZ DE CORDOBA,Primaria,TLÁHUAC,-98.99442778,19.24350833,234,169,25.6805,18.3432,0,40.2367,68,169,34.3195,58,169,35.503,60,169,16.1007,139,37.2781,63,169,1.284,81.6568,138,169
09DPR1037I,RAFAEL VALENZUELA,MATUTINO,2024-2025 | 2025-2026,09DPR1037I,RAFAEL VALENZUELA,Primaria,VENUSTIANO CARRANZA,-99.09318611,19.412175,166,169,25.6805,0,0,30.7692,52,169,61.5385,104,169,36.0947,61,169,18.8233,133,43.1953,73,169,1.284,100,169,169
09DPR4014S,PROFRA. LEONOR LEAÑOS NAVARRO,VESPERTINO,2024-2025,09DPR4014S,PROFRA. LEONOR LEAÑOS NAVARRO,Primaria,LA MAGDALENA CONTRERAS,-99.26513333,19.30925833,234,222,25.6757,18.4685,0,28.3784,63,222,50.9009,113,222,30.6306,68,222,18.2602,181,32.4324,72,222,1.2838,81.5315,181,222
09DPR1362E,MTRO. MANUEL C. TELLO,MATUTINO,2024-2025 | 2025-2026,09DPR1363D,MTRO. MANUEL C. TELLO,Primaria,GUSTAVO A. MADERO,-99.07655,19.46758056,301,363,25.6749,26.4463,0,40.7713,148,363,31.6804,115,363,29.4766,107,363,19.3062,210,37.4656,136,363,1.2837,73.5537,267,363
09DPR1542P,MOCTEZUMA ILHUICAMINA,MATUTINO,2024-2025 | 2025-2026,09DJN0688M,MOCTEZUMA ILHUICAMINA,Preescolar,IZTAPALAPA,-99.10806389,19.33324167,374,428,25.6542,24.0654,0,22.8972,98,428,50.9346,218,428,30.3738,130,428,19.7296,247,38.0841,163,428,1.2827,75.9346,325,428
09DPR1532I,PATRIA NUEVA,MATUTINO,2024-2025 | 2025-2026,09DPR1532I,PATRIA NUEVA,Primaria,GUSTAVO A. MADERO,-99.08581667,19.48061944,302,322,25.6522,20.4969,0,38.1988,123,322,40.3727,130,322,29.1925,94,322,18.7727,209,37.2671,120,322,1.2826,79.5031,256,322
09DPR5036K,MIGUEL BUSTOS CERECEDO,MATUTINO,2024-2025 | 2025-2026,09DPR5064G,MIGUEL BUSTOS CERECEDO,Primaria,TLALPAN,-99.14893333,19.23837222,587,518,25.6371,3.2819,0,50.5792,262,518,33.7838,175,518,40.5405,210,518,19.2217,428,42.0849,218,518,1.2819,96.7181,501,518
09DPR1106O,LIC. MANUEL GUAL VIDAL,MATUTINO,2024-2025 | 2025-2026,09DPR1105P,LIC. MANUEL GUAL VIDAL,Primaria,MIGUEL HIDALGO,-99.21009444,19.44240833,301,252,25.6349,0.7937,0,26.5873,67,252,53.5714,135,252,47.2222,119,252,19.43,230,38.8889,98,252,1.2817,99.2063,250,252
09DPR2001A,UCRANIA,MATUTINO,2024-2025 | 2025-2026,09DPR2001A,UCRANIA,Primaria,TLALPAN,-99.121625,19.29231667,341,394,25.6345,0.2538,0,34.7716,137,394,53.5533,211,394,39.5939,156,394,18.8829,374,40.3553,159,394,1.2817,99.7462,393,394
09DPR1226A,REFORMA AGRARIA,MATUTINO,2024-2025 | 2025-2026,09DPR1225B,REFORMA AGRARIA,Primaria,IZTAPALAPA,-99.102875,19.32857778,372,210,25.619,1.4286,0,78.5714,165,210,6.6667,14,210,41.4286,87,210,18.475,204,37.619,79,210,1.281,98.5714,207,210
09DPR1730I,CENTRO ESCOLAR MÉXICO,MATUTINO,2024-2025 | 2025-2026,09PPR1710Z,CENTRO ESCOLAR MÉXICO,Primaria,IZTAPALAPA,-98.99792,19.348589,170,146,25.6164,0.6849,0,39.726,58,146,45.8904,67,146,41.7808,61,146,20.0295,122,43.1507,63,146,1.2808,99.3151,145,146
09DPR1926U,MARIANO ABASOLO,VESPERTINO,2024-2025,09DPR1926U,MARIANO ABASOLO,Primaria,LA MAGDALENA CONTRERAS,-99.23381389,19.30567222,125,57,25.614,24.5614,0,24.5614,14,57,50.8772,29,57,28.0702,16,57,18.7605,43,35.0877,20,57,1.2807,75.4386,43,57
09DPR1136I,ITALIA,MATUTINO,2024-2025 | 2025-2026,09DPR1136I,ITALIA,Primaria,CUAUHTÉMOC,-99.14188333,19.44891111,161,193,25.5959,7.772,0,35.7513,69,193,57.513,111,193,26.943,52,193,18.4977,130,45.0777,87,193,1.2798,92.228,178,193
09DPR1712T,FRANCISCO SARABIA,MATUTINO,2024-2025 | 2025-2026,09DPR1712T,FRANCISCO SARABIA,Primaria,MIGUEL HIDALGO,-99.1758,19.45725278,222,179,25.5866,1.1173,0,31.2849,56,179,57.5419,103,179,37.9888,68,179,19.4362,152,40.2235,72,179,1.2793,98.8827,177,179
09DPR1070Q,JUAN CRISOSTOMO BONILLA,VESPERTINO,2024-2025 | 2025-2026,09DPR1069A,JUAN CRISOSTOMO BONILLA,Primaria,VENUSTIANO CARRANZA,-99.08409444,19.40922222,194,111,25.5856,0.9009,0,33.3333,37,111,54.0541,60,111,39.6396,44,111,21.4517,89,40.5405,45,111,1.2793,99.0991,110,111
09DPR1755R,MTRO. CAYETANO RODRIGUEZ BELTRAN,VESPERTINO,2024-2025 | 2025-2026,09DPR1755R,MTRO. CAYETANO RODRIGUEZ BELTRAN,Primaria,ÁLVARO OBREGÓN,-99.20841389,19.38846944,117,86,25.5814,0,0,48.8372,42,86,40.6977,35,86,38.3721,33,86,18.69,70,44.186,38,86,1.2791,100,86,86
09DPR2220N,MATILDE ACOSTA,MATUTINO,2024-2025 | 2025-2026,09DPR2220N,MATILDE ACOSTA,Primaria,ÁLVARO OBREGÓN,-99.20324167,19.36693889,584,560,25.5714,0.1786,0,64.6429,362,560,18.3929,103,560,44.6429,250,560,19.004,519,40.3571,226,560,1.2786,99.8214,559,560
09DPR0907Z,18 DE MARZO,MATUTINO,2024-2025 | 2025-2026,09DPR0907Z,18 DE MARZO,Primaria,CUAUHTÉMOC,-99.14153889,19.40417778,123,115,25.5652,0,0,42.6087,49,115,50.4348,58,115,34.7826,40,115,18.9068,88,46.9565,54,115,1.2783,100,115,115
09DPR0996I,CARMEN SERDAN,MATUTINO,2024-2025 | 2025-2026,09DES0169M,CARMEN SERDÁN,Secundaria,ÁLVARO OBREGÓN,-99.246225,19.36003056,408,310,25.5484,0.3226,0,35.1613,109,310,57.4194,178,310,34.8387,108,310,21.6268,190,46.129,143,310,1.2774,99.6774,309,310
09DPR2525F,MANUEL LÓPEZ COTILLA,MATUTINO,2024-2025 | 2025-2026,09DPR2525F,MANUEL LÓPEZ COTILLA,Primaria,CUAUHTÉMOC,-99.16606667,19.41938056,258,213,25.5399,0.939,0,20.1878,43,213,72.77,155,213,33.8028,72,213,18.4906,180,39.9061,85,213,1.277,99.061,211,213
09DPR3056K,JOSÉ LÓPEZ ALAVEZ,MATUTINO,2024-2025 | 2025-2026,09DPR3056K,JOSÉ LÓPEZ ALAVEZ,Primaria,GUSTAVO A. MADERO,-99.09822778,19.50940278,372,441,25.5329,24.7166,0,25.8503,114,441,51.7007,228,441,25.3968,112,441,18.557,256,38.5488,170,441,1.2766,75.2834,332,441
09DPR2619U,PROFRA. EMMA GODOY,MATUTINO,2024-2025 | 2025-2026,09DPR2619U,PROFRA. EMMA GODOY,Primaria,TLALPAN,-99.21901111,19.27626667,389,311,25.5305,0.3215,0,53.3762,166,311,27.3312,85,311,46.6238,145,311,18.957,305,39.2283,122,311,1.2765,99.6785,310,311
09DPR2091J,GUADALUPE CENICEROS DE PÉREZ ZAVALETA,MATUTINO,2024-2025 | 2025-2026,09DPR2094G,GUADALUPE CENICEROS DE PÉREZ ZAVALETA,Primaria,IZTAPALAPA,-99.05848889,19.35068889,372,293,25.529,0,0,42.3208,124,293,50.5119,148,293,34.8123,102,293,19.7332,196,46.0751,135,293,1.2765,100,293,293
09DPR5150C,NUEVO MILENIO,VESPERTINO,2024-2025 | 2025-2026,09DPR5150C,NUEVO MILENIO,Primaria,TLÁHUAC,-99.03996667,19.28296667,520,445,25.5281,34.1573,0,52.3596,233,445,11.236,50,445,29.8876,133,445,18.8623,289,30.1124,134,445,1.2764,65.8427,293,445
09DPR2631P,FRANCISCO VILLA,VESPERTINO,2025-2026,09DPR2093H,FRANCISCO VILLA,Primaria,IZTAPALAPA,-99.06078333,19.33928889,153,76,25.5263,0,0,60.5263,46,76,32.8947,25,76,34.2105,26,76,18.3197,71,38.1579,29,76,1.2763,100,76,76
09DPR2878H,REPÚBLICA DE BOLIVIA,MATUTINO,2024-2025 | 2025-2026,09DES0054L,REPÚBLICA DE BOLIVIA,Secundaria,AZCAPOTZALCO,-99.18358889,19.48296111,174,163,25.5215,0.6135,0,35.5828,58,163,50.9202,83,163,40.4908,66,163,20.8858,113,49.0798,80,163,1.2761,99.3865,162,163
09DPR1631I,SOTERO PRIETO,VESPERTINO,2024-2025 | 2025-2026,09DPR1631I,SOTERO PRIETO,Primaria,AZCAPOTZALCO,-99.17723611,19.49135278,115,131,25.4962,23.6641,0,34.3511,45,131,44.2748,58,131,25.1908,33,131,22.5896,67,39.6947,52,131,1.2748,76.3359,100,131
09DPR2803R,MARIA PATIÑO VDA DE OLMEDO,MATUTINO,2025-2026,09DPR2803R,MARIA PATIÑO VDA DE OLMEDO,Primaria,ÁLVARO OBREGÓN,-99.22636111,19.337425,362,357,25.4902,0.2801,0,54.902,196,357,28.2913,101,357,43.9776,157,357,18.5026,340,38.9356,139,357,1.2745,99.7199,356,357
09DPR1832F,JOSÉ AGUSTIN RAMIREZ ALTAMIRANO,MATUTINO,2024-2025 | 2025-2026,09DPR1832F,JOSÉ AGUSTIN RAMIREZ ALTAMIRANO,Primaria,ÁLVARO OBREGÓN,-99.20750833,19.38799722,478,413,25.4722,14.0436,0,43.3414,179,413,29.2978,121,413,40.678,168,413,18.8576,354,35.109,145,413,1.2736,85.9564,355,413
09DPR0123Y,PROFR. RAMON DURAND,MATUTINO,2025-2026,09DPR0123Y,PROFR. RAMON DURAND,Primaria,COYOACÁN,-99.16980556,19.31553889,364,340,25.4706,0.8824,0,61.7647,210,340,20.2941,69,340,44.4118,151,340,19.0058,310,41.1765,140,340,1.2735,99.1176,337,340
09DPR1819L,KALPILLI,MATUTINO,2024-2025 | 2025-2026,09DPR1481S,KALPILLI,Primaria,CUAJIMALPA DE MORELOS,-99.29678611,19.36066389,623,758,25.4617,18.4697,0,41.029,311,758,36.9393,280,758,30.8707,234,758,16.368,606,36.6755,278,758,1.2731,81.5303,618,758
09DPR0022Z,PROFR. LUIS AUDIRAC GALVEZ,MATUTINO,2024-2025 | 2025-2026,09DPR0022Z,PROFR. LUIS AUDIRAC GALVEZ,Primaria,ÁLVARO OBREGÓN,-99.23376667,19.37564722,354,326,25.4601,0.3067,0,54.2945,177,326,27.9141,91,326,44.7853,146,326,19.3355,276,40.184,131,326,1.273,99.6933,325,326
09DPR3227N,PROFR. VICENTE MORA,MATUTINO,2024-2025 | 2025-2026,09DPR0010V,PROFR. VICENTE MORA,Primaria,IZTAPALAPA,-99.08324167,19.30241111,530,407,25.4545,11.5479,0,54.2998,221,407,16.4619,67,407,44.9631,183,407,19.7264,345,37.3464,152,407,1.2727,88.4521,360,407
09DPR4236B,AARON CAMACHO LÓPEZ,MATUTINO,2024-2025 | 2025-2026,09DPR4521X,AARON CAMACHO LÓPEZ,Primaria,XOCHIMILCO,-99.02798333,19.25085833,645,589,25.4329,16.8081,0,45.3311,267,589,29.5416,174,589,35.4839,209,589,18.5208,490,33.6163,198,589,1.2716,83.1919,490,589
09DPR2952Z,PINTOR DIEGO RIVERA,VESPERTINO,2024-2025 | 2025-2026,09DPR2952Z,PINTOR DIEGO RIVERA,Primaria,MILPA ALTA,-99.08965,19.19246389,429,151,25.4305,3.9735,0,58.9404,89,151,29.8013,45,151,34.4371,52,151,18.0124,145,33.1126,50,151,1.2715,96.0265,145,151
09DPR4015R,PROFR. LUIS AUDIRAC GALVEZ,VESPERTINO,2024-2025 | 2025-2026,09DPR0022Z,PROFR. LUIS AUDIRAC GALVEZ,Primaria,ÁLVARO OBREGÓN,-99.23376667,19.37564722,168,140,25.4286,0.7143,0,63.5714,89,140,29.2857,41,140,33.5714,47,140,18.639,118,42.8571,60,140,1.2714,99.2857,139,140
09DPR0997H,CARMEN SERDAN,VESPERTINO,2024-2025 | 2025-2026,09DES0169M,CARMEN SERDÁN,Secundaria,ÁLVARO OBREGÓN,-99.246225,19.36003056,174,129,25.4264,0.7752,0,47.2868,61,129,54.2636,70,129,24.8062,32,129,20.1318,88,47.2868,61,129,1.2713,99.2248,128,129
09DPR0012T,SALVADOR  HERMOSO NAJERA,VESPERTINO,2024-2025,09DPR0012T,SALVADOR  HERMOSO NAJERA,Primaria,TLÁHUAC,-99.04636667,19.29240833,190,133,25.4135,9.0226,0,39.8496,53,133,36.8421,49,133,41.3534,55,133,19.0165,121,37.594,50,133,1.2707,90.9774,121,133
09DPR1477F,GUADALUPE VICTORIA,MATUTINO,2024-2025 | 2025-2026,09PJN5024U,GUADALUPE VICTORIA,Preescolar,IZTAPALAPA,-99.015402,19.34962,534,418,25.4067,0.2392,0,50.9569,213,418,34.9282,146,418,40.9091,171,418,19.0702,352,41.1483,172,418,1.2703,99.7608,417,418
09DPR3191P,IGNACIO MARISCAL,VESPERTINO,2024-2025 | 2025-2026,09DPR3020W,IGNACIO MARISCAL,Primaria,GUSTAVO A. MADERO,-99.055075,19.45634167,224,248,25.4032,21.7742,0,42.7419,106,248,41.5323,103,248,20.9677,52,248,17.5822,129,41.129,102,248,1.2702,78.2258,194,248
09DPR1777C,MIGUEL RAMOS ARIZPE,MATUTINO,2024-2025 | 2025-2026,09DES0244C,MIGUEL RAMOS ARIZPE,Secundaria,CUAUHTÉMOC,-99.16785556,19.40367778,387,211,25.4028,0.4739,0,57.346,121,211,18.4834,39,211,50.7109,107,211,19.2443,210,37.4408,79,211,1.2701,99.5261,210,211
09DPR1289M,HEROICOS CADETES,MATUTINO,2024-2025 | 2025-2026,09DPR1289M,HEROICOS CADETES,Primaria,IZTACALCO,-99.12557222,19.38209722,287,215,25.3953,1.8605,0,50.2326,108,215,31.6279,68,215,43.2558,93,215,19.0483,174,40,86,215,1.2698,98.1395,211,215
09DPR2141A,MIGUEL HIDALGO,MATUTINO,2024-2025 | 2025-2026,09PES0749Y,MIGUEL HIDALGO,Secundaria,MILPA ALTA,-98.998541,19.216687,319,267,25.3933,0,0,33.7079,90,267,53.9326,144,267,39.3258,105,267,19.1839,218,41.9476,112,267,1.2697,100,267,267
09DPR5130P,MAESTRO ADOLFO VALLES,VESPERTINO,2024-2025 | 2025-2026,09DPR2034S,MAESTRO ADOLFO VALLES,Primaria,XOCHIMILCO,-99.10799167,19.22682222,432,275,25.3818,27.2727,0,49.0909,135,275,22.9091,63,275,27.6364,76,275,17.9965,200,31.2727,86,275,1.2691,72.7273,200,275
09DPR5047Q,SUSANA IRMA HERRERA MASCORRO,VESPERTINO,2024-2025 | 2025-2026,09DPR3221T,SUSANA IRMA HERRERA MASCORRO,Primaria,GUSTAVO A. MADERO,-99.09981944,19.50629167,94,82,25.3659,43.9024,0,35.3659,29,82,25.6098,21,82,21.9512,18,82,18.0957,46,28.0488,23,82,1.2683,56.0976,46,82
09DPR1769U,ETIOPIA,MATUTINO,2024-2025 | 2025-2026,09DPR1769U,ETIOPIA,Primaria,ÁLVARO OBREGÓN,-99.19525,19.39195833,195,153,25.3595,0,0,47.0588,72,153,36.6013,56,153,43.1373,66,153,19.0067,135,37.9085,58,153,1.268,100,153,153
09DPR2402W,PROFR. JACINTO N. CHAGOYA,MATUTINO,2024-2025 | 2025-2026,09DPR2402W,PROFR. JACINTO N. CHAGOYA,Primaria,CUAUHTÉMOC,-99.13485278,19.46151667,186,146,25.3425,0,0,32.1918,47,146,52.0548,76,146,42.4658,62,146,19.6667,117,43.8356,64,146,1.2671,100,146,146
09DPR2064M,PROFR. LUIS VILLARREAL MARTÍNEZ,MATUTINO,2024-2025,09DPR2064M,PROFR. LUIS VILLARREAL MARTÍNEZ,Primaria,XOCHIMILCO,-99.11124444,19.24289167,414,372,25.3226,20.6989,0,37.3656,139,372,33.6022,125,372,34.9462,130,372,19.2563,295,33.6022,125,372,1.2661,79.3011,295,372
09DPR3299G,PROFRA. MARÍA HAZAS VARGAS,VESPERTINO,2024-2025 | 2025-2026,09DPR3299G,PROFRA. MARÍA HAZAS VARGAS,Primaria,IZTAPALAPA,-98.99517778,19.34689722,204,158,25.3165,3.1646,0,64.557,102,158,35.443,56,158,23.4177,37,158,17.1336,119,43.6709,69,158,1.2658,96.8354,153,158
